Time,Source,Destination,Delay_ms,Packet_Loss,Trust_Score,Failure_Type,Throughput_kbps,Signal_Strength,Bandwidth_kbps,Delivered,Label,EventID
630.8,R03,R12,14.653,0.14303,0.92621,None,559.44,0.5775,936.053,1,0,6308
630.9,R07,R11,20.704,0.00212,0.99999,None,451.987,0.4355,1011.704,1,0,6309
631.0,R10,R04,13.847,0.00315,1.0,None,527.806,0.4581,916.665,1,0,6310
631.1,R02,R03,6.802,0.10697,0.99966,None,513.873,0.4518,1065.416,1,0,6311
631.2,R02,R07,25.873,0.00498,0.99973,None,444.956,0.4693,965.433,1,0,6312
631.3,R04,R08,12.708,0.79532,0.98,None,484.871,0.4293,976.776,0,0,6313
631.4,R11,R07,82.259,0.01724,1.0,None,496.148,0.4805,1077.002,1,0,6314
631.5,R02,R09,15.214,0.00127,0.99978,None,523.562,0.4492,938.421,1,0,6315
631.6,R03,R01,50.802,0.02035,0.92097,None,425.273,0.4716,972.966,1,0,6316
631.7,R10,R02,12.101,0.0827,1.0,None,526.154,0.4418,954.031,1,0,6317
631.8,R07,R12,18.875,0.39954,0.99999,None,461.043,0.476,1054.094,1,0,6318
631.9,R01,R02,5.229,0.05782,1.0,None,463.3,0.8234,1081.707,1,0,6319
632.0,R01,R11,7.412,0.00565,1.0,None,490.09,0.4641,1061.226,1,0,6320
632.1,R01,R03,5.22,0.04433,1.0,None,452.829,0.4313,999.558,1,0,6321
632.2,R04,R02,11.942,0.1829,0.964,None,527.691,0.4525,972.727,1,0,6322
632.3,R05,R03,29.761,0.01164,0.91667,None,470.136,0.436,972.9,1,0,6323
632.4,R11,R10,12.209,0.05979,1.0,None,465.442,0.6761,951.934,1,0,6324
632.5,R01,R12,3.561,0.21002,1.0,None,478.547,0.6399,1065.672,1,0,6325
632.6,R02,R09,10.813,0.04395,0.99983,None,433.09,0.4925,1003.284,1,0,6326
632.7,R12,R06,9.968,0.17705,1.0,None,551.555,0.4353,1009.749,1,0,6327
632.8,R12,R02,42.889,0.1973,1.0,None,518.946,0.465,994.098,1,0,6328
632.9,R04,R03,19.909,0.10948,0.9512,None,471.265,0.4623,969.271,1,0,6329
633.0,R08,R10,17.018,0.04602,0.99993,None,393.663,0.6714,1049.916,1,0,6330
633.1,R08,R03,8.086,0.18252,0.99994,None,474.944,0.4454,1048.749,1,0,6331
633.2,R05,R06,8.9,0.09002,0.91333,None,557.336,0.5204,964.486,1,0,6332
633.3,R08,R03,8.049,0.10298,0.99995,None,518.72,0.4984,973.689,1,0,6333
633.4,R04,R01,5.069,0.06997,0.94096,None,430.616,0.498,982.233,1,0,6334
633.5,R09,R05,9.792,0.08731,1.0,None,578.118,0.4737,977.013,1,0,6335
633.6,R11,R09,21.447,0.05366,1.0,None,483.077,0.4432,950.517,1,0,6336
633.7,R02,R01,28.337,0.20388,0.99986,None,453.909,0.7684,1001.815,1,0,6337
633.8,R01,R02,7.925,0.35222,1.0,None,462.463,0.7737,987.458,1,0,6338
633.9,R09,R05,29.003,0.12591,1.0,None,441.569,0.4771,1089.836,1,0,6339
634.0,R02,R09,46.482,0.33525,0.99989,None,460.439,0.4518,998.035,1,0,6340
634.1,R07,R03,7.306,0.376,0.99999,None,531.231,0.4903,996.2,1,0,6341
634.2,R01,R04,15.706,0.10883,1.0,None,534.558,0.4989,988.921,1,0,6342
634.3,R01,R04,8.861,0.26361,1.0,None,484.269,0.4353,974.348,1,0,6343
634.4,R07,R12,8.647,0.06841,0.99999,None,462.638,0.4986,1000.122,1,0,6344
634.5,R03,R06,9.592,0.10635,0.91678,None,485.198,0.4309,965.485,1,0,6345
634.6,R11,R05,14.246,0.00047,1.0,None,491.944,0.4464,1054.519,1,0,6346
634.7,R04,R11,22.711,0.11761,0.93277,None,465.919,0.4653,995.157,1,0,6347
634.8,R07,R11,13.51,0.00535,0.99999,None,462.316,0.4822,996.961,1,0,6348
634.9,R12,R02,8.768,0.1463,1.0,None,511.998,0.4367,995.679,1,0,6349
635.0,R08,R03,12.615,0.0171,0.99996,None,486.069,0.4727,969.642,1,0,6350
635.1,R02,R04,9.334,0.00318,0.99991,None,431.252,0.4369,1050.983,1,0,6351
635.2,R02,R05,32.594,0.00138,0.99993,None,467.377,0.7656,920.071,1,0,6352
635.3,R06,R02,7.334,0.11374,1.0,None,559.239,0.4987,906.786,1,0,6353
635.4,R10,R06,5.354,0.18719,1.0,None,432.848,0.4917,1018.819,1,0,6354
635.5,R02,R06,1.572,0.04466,0.99994,None,464.327,0.4527,1083.035,1,0,6355
635.6,R02,R01,4.357,0.28427,0.99995,None,484.966,0.7666,891.382,1,0,6356
635.7,R10,R03,5.506,0.05757,1.0,None,448.493,0.4277,1053.95,1,0,6357
635.8,R03,R07,17.849,0.14445,0.91342,None,482.303,0.4669,942.445,1,0,6358
635.9,R09,R06,5.371,0.10887,1.0,None,429.532,0.4473,915.672,1,0,6359
636.0,R10,R03,12.821,0.00168,1.0,None,507.846,0.4752,1024.217,1,0,6360
636.1,R11,R07,12.257,0.44714,1.0,None,497.758,0.4922,971.087,1,0,6361
636.2,R03,R11,16.46,0.08741,0.91074,None,451.784,0.4332,976.647,1,0,6362
636.3,R11,R05,7.79,0.40359,1.0,None,561.191,0.4468,1021.539,1,0,6363
636.4,R10,R05,7.966,0.08142,1.0,None,502.258,0.4393,961.459,1,0,6364
636.5,R06,R02,29.772,0.06637,1.0,None,546.901,0.4941,993.182,1,0,6365
636.6,R05,R08,15.663,0.00154,0.91067,None,404.44,0.4794,995.925,1,0,6366
636.7,R11,R06,25.598,0.1807,1.0,None,466.199,0.4931,983.697,1,0,6367
636.8,R05,R02,21.862,0.0144,0.92853,None,470.783,0.7313,1045.183,1,0,6368
636.9,R01,R03,40.566,0.44278,1.0,None,476.213,0.4769,1037.496,1,0,6369
637.0,R11,R03,6.81,0.07224,1.0,None,520.953,0.4759,927.666,1,0,6370
637.1,R06,R03,13.505,0.00588,1.0,None,467.751,0.4447,1113.253,1,0,6371
637.2,R07,R08,36.376,0.2011,1.0,None,440.851,0.4686,949.178,1,0,6372
637.3,R12,R08,11.277,0.00154,1.0,None,438.857,0.4942,1030.814,1,0,6373
637.4,R02,R12,10.347,0.06319,0.99996,None,469.402,0.4913,1032.078,1,0,6374
637.5,R10,R07,35.265,0.05078,1.0,None,518.845,0.4509,940.248,1,0,6375
637.6,R12,R05,17.796,0.02144,1.0,None,464.52,0.4634,983.353,1,0,6376
637.7,R03,R02,9.215,0.0003,0.92859,None,464.476,0.44,992.604,1,0,6377
637.8,R06,R03,7.128,0.00671,1.0,None,543.27,0.4601,994.504,1,0,6378
637.9,R03,R07,9.223,0.02225,0.94287,None,491.557,0.465,969.285,1,0,6379
638.0,R06,R12,10.462,0.02766,1.0,None,493.672,0.4845,1006.346,1,0,6380
638.1,R08,R07,12.882,0.0,0.99997,None,476.188,0.4767,877.981,1,0,6381
638.2,R08,R07,21.698,0.2305,0.99998,None,474.73,0.4835,1026.282,1,0,6382
638.3,R10,R11,15.305,0.00179,1.0,None,475.626,0.5987,950.637,1,0,6383
638.4,R06,R03,12.323,0.04106,1.0,None,422.051,0.4582,1109.141,1,0,6384
638.5,R11,R04,11.276,0.0031,1.0,None,529.424,0.4626,1012.857,1,0,6385
638.6,R07,R12,8.954,0.02137,1.0,None,505.071,0.4728,962.156,1,0,6386
638.7,R09,R08,9.062,0.2,1.0,None,452.521,0.4988,1023.559,1,0,6387
638.8,R09,R12,24.617,0.29208,1.0,None,453.937,0.4842,1036.761,1,0,6388
638.9,R08,R09,10.157,0.00141,0.99998,None,453.678,0.4614,1064.957,1,0,6389
639.0,R09,R04,4.239,0.06641,1.0,None,456.462,0.8422,1001.716,1,0,6390
639.1,R07,R02,11.43,0.32426,1.0,None,492.341,0.4626,981.088,1,0,6391
639.2,R10,R07,5.391,0.01136,1.0,None,477.631,0.4745,969.034,1,0,6392
639.3,R09,R10,8.669,0.32353,1.0,None,447.698,0.4916,1037.009,1,0,6393
639.4,R12,R04,7.483,0.0095,1.0,None,500.696,0.8769,1027.101,1,0,6394
639.5,R12,R02,6.539,0.11338,1.0,None,511.571,0.451,960.746,1,0,6395
639.6,R04,R06,24.142,0.05922,0.92621,None,415.188,0.4986,1037.904,1,0,6396
639.7,R01,R04,7.147,0.03267,1.0,None,432.143,0.486,980.748,1,0,6397
639.8,R01,R06,6.554,0.04665,1.0,None,494.328,0.8136,1084.656,1,0,6398
639.9,R09,R08,13.847,0.34442,1.0,None,433.507,0.4676,928.027,1,0,6399
640.0,R03,R02,11.561,0.2662,0.9543,None,441.259,0.4591,1077.288,1,0,6400
640.1,R01,R06,6.838,0.00076,1.0,None,471.695,0.782,1002.469,1,0,6401
640.2,R06,R03,3.118,0.55116,0.98,None,421.202,0.4365,989.098,0,0,6402
640.3,R05,R08,10.295,0.04797,0.94283,None,482.487,0.499,925.159,1,0,6403
640.4,R03,R09,10.572,0.49424,0.96344,None,455.232,0.4984,943.087,1,0,6404
640.5,R07,R04,6.851,0.00511,1.0,None,438.518,0.8329,974.041,1,0,6405
640.6,R04,R12,23.262,0.28833,0.92097,None,527.584,0.9099,950.16,1,0,6406
640.7,R01,R03,4.501,0.00621,1.0,None,456.308,0.4442,1002.575,1,0,6407
640.8,R02,R03,5.709,0.29644,0.99997,None,441.496,0.4646,1019.966,1,0,6408
640.9,R07,R01,6.933,0.00717,1.0,None,459.152,0.4613,1004.617,1,0,6409
641.0,R12,R07,50.926,0.04597,1.0,None,477.095,0.4972,913.713,1,0,6410
641.1,R06,R01,2.97,0.00046,0.964,None,463.644,0.8708,1038.313,1,0,6411
641.2,R12,R02,20.442,0.26702,1.0,None,477.796,0.4969,1003.323,1,0,6412
641.3,R11,R10,6.184,0.03703,1.0,None,474.488,0.6538,1002.662,1,0,6413
641.4,R02,R08,9.921,0.01118,0.99998,None,510.462,0.4449,1044.291,1,0,6414
641.5,R10,R03,9.323,0.00031,1.0,None,431.072,0.4278,1068.441,1,0,6415
641.6,R01,R03,8.881,0.25282,1.0,None,457.643,0.4526,1024.958,1,0,6416
641.7,R06,R03,7.903,0.05965,0.9512,None,533.048,0.459,1001.651,1,0,6417
641.8,R02,R04,6.262,0.44932,0.99998,None,527.633,0.4484,1047.73,1,0,6418
641.9,R02,R01,23.022,0.22456,0.99999,None,409.206,0.7818,1014.435,1,0,6419
642.0,R10,R07,15.374,0.17373,1.0,None,446.151,0.4905,995.135,1,0,6420
642.1,R03,R12,9.938,0.20763,0.97075,None,497.692,0.5376,944.782,1,0,6421
642.2,R08,R03,3.93,0.2787,0.99999,None,561.359,0.437,949.05,1,0,6422
642.3,R12,R09,10.434,0.07199,1.0,None,385.835,0.4616,1060.967,1,0,6423
642.4,R12,R05,5.878,0.00099,1.0,None,512.135,0.4324,979.733,1,0,6424
642.5,R08,R07,19.026,0.04616,0.99999,None,451.256,0.4807,1068.169,1,0,6425
642.6,R12,R06,13.182,0.20903,1.0,None,468.386,0.4784,1119.438,1,0,6426
642.7,R08,R11,21.685,0.06719,0.99999,None,419.675,0.4875,1063.988,1,0,6427
642.8,R12,R01,4.439,0.01493,1.0,None,458.389,0.6508,926.476,1,0,6428
642.9,R05,R02,51.331,0.01678,0.95426,None,464.467,0.7084,940.359,1,0,6429
643.0,R03,R01,9.272,0.17976,0.9766,None,427.024,0.4475,1053.861,1,0,6430
643.1,R11,R01,14.31,0.03521,1.0,None,406.296,0.4367,1090.729,1,0,6431
643.2,R10,R03,2.801,0.09043,1.0,None,541.091,0.4292,1020.92,1,0,6432
643.3,R09,R03,23.969,0.10291,1.0,None,523.013,0.4444,1002.67,1,0,6433
643.4,R01,R07,19.389,0.0138,1.0,None,509.249,0.4571,983.139,1,0,6434
643.5,R07,R11,33.135,0.15082,1.0,None,522.872,0.4446,1003.82,1,0,6435
643.6,R08,R09,5.776,2e-05,0.99999,None,516.024,0.4553,915.966,1,0,6436
643.7,R12,R05,6.737,0.05113,1.0,None,448.871,0.4539,1022.198,1,0,6437
643.8,R10,R09,17.335,0.03301,1.0,None,443.625,0.4758,1019.45,1,0,6438
643.9,R05,R04,2.567,0.22943,0.96341,None,449.951,0.4536,983.59,1,0,6439
644.0,R07,R03,15.509,0.27376,1.0,None,429.043,0.4542,1014.863,1,0,6440
644.1,R05,R02,4.482,0.10384,0.97073,None,454.734,0.7838,1052.01,1,0,6441
644.2,R09,R07,5.937,0.12671,1.0,None,476.341,0.4363,1039.253,1,0,6442
644.3,R03,R04,29.904,0.00377,0.98128,None,506.995,0.4865,957.147,1,0,6443
644.4,R07,R10,7.288,0.01108,1.0,None,474.221,0.4772,992.619,1,0,6444
644.5,R01,R04,4.49,0.22484,1.0,None,441.317,0.4422,1010.28,1,0,6445
644.6,R07,R03,23.479,0.03595,1.0,None,449.115,0.4746,1047.683,1,0,6446
644.7,R12,R09,4.426,0.2476,1.0,None,410.377,0.4352,920.093,1,0,6447
644.8,R10,R02,92.421,0.0211,1.0,None,483.034,0.4648,1008.487,1,0,6448
644.9,R12,R08,4.657,0.00023,1.0,None,436.494,0.4849,909.888,1,0,6449
645.0,R08,R06,1.582,0.00432,0.99999,None,453.609,0.478,1021.598,1,0,6450
645.1,R11,R12,5.933,0.1163,1.0,None,472.727,0.7874,1008.774,1,0,6451
645.2,R07,R12,7.859,0.31875,1.0,None,461.373,0.427,872.109,1,0,6452
645.3,R03,R01,37.415,0.05042,0.98502,None,425.731,0.4576,1021.638,1,0,6453
645.4,R06,R11,13.639,0.52578,0.92096,None,431.947,0.4414,1007.441,0,0,6454
645.5,R07,R04,100.17,0.06123,1.0,None,538.589,0.7835,1032.803,1,0,6455
645.6,R05,R02,15.386,0.00451,0.97658,None,534.021,0.7564,1028.332,1,0,6456
645.7,R02,R12,15.587,0.03505,0.99999,None,439.553,0.4737,920.435,1,0,6457
645.8,R06,R10,12.618,0.10341,0.89677,None,542.194,0.4927,1041.92,1,0,6458
645.9,R06,R01,24.217,0.06882,0.87741,None,488.142,0.8267,1097.931,1,0,6459
646.0,R04,R05,20.65,0.21021,0.91678,None,452.172,0.4408,1050.205,1,0,6460
646.1,R03,R09,10.191,0.01094,0.98802,None,532.258,0.442,925.286,1,0,6461
646.2,R02,R12,10.915,0.01126,0.99999,None,400.953,0.4762,927.996,1,0,6462
646.3,R04,R10,3.338,0.01273,0.91342,None,497.406,0.4774,921.476,1,0,6463
646.4,R01,R05,18.291,0.0998,1.0,None,450.3,0.4858,1046.141,1,0,6464
646.5,R04,R09,15.209,0.00092,0.91074,None,466.291,0.7532,996.108,1,0,6465
646.6,R04,R11,4.334,0.24897,0.92859,None,489.21,0.4621,1030.316,1,0,6466
646.7,R01,R04,35.562,0.01655,1.0,None,483.214,0.4689,931.751,1,0,6467
646.8,R05,R02,5.63,0.06253,0.98127,None,446.759,0.752,1031.873,1,0,6468
646.9,R10,R12,6.763,0.25577,1.0,None,497.191,0.446,945.893,1,0,6469
647.0,R01,R10,18.823,0.03329,1.0,None,503.799,0.4732,988.041,1,0,6470
647.1,R08,R01,67.168,0.01202,1.0,None,499.22,0.4397,878.622,1,0,6471
647.2,R01,R06,8.105,0.07693,1.0,None,442.95,0.8746,972.744,1,0,6472
647.3,R02,R05,38.885,0.2308,0.99999,None,460.459,0.768,976.037,1,0,6473
647.4,R01,R06,50.818,0.00802,1.0,None,563.37,0.8101,989.973,1,0,6474
647.5,R05,R07,23.351,0.14512,0.98501,None,476.541,0.4274,1081.717,1,0,6475
647.6,R09,R04,9.339,0.07923,1.0,None,417.143,0.8052,1063.607,1,0,6476
647.7,R06,R07,14.003,0.20774,0.86193,None,464.093,0.4264,948.864,1,0,6477
647.8,R12,R06,22.924,0.00871,1.0,None,458.721,0.4934,949.885,1,0,6478
647.9,R03,R11,25.697,0.00831,0.99042,None,461.712,0.4285,983.654,1,0,6479
648.0,R02,R06,11.42,0.12604,0.99999,None,495.886,0.4683,1035.305,1,0,6480
648.1,R07,R09,11.073,0.01405,1.0,None,492.593,0.4745,962.05,1,0,6481
648.2,R02,R09,10.372,0.01863,1.0,None,483.308,0.4433,985.64,1,0,6482
648.3,R03,R01,24.956,0.10508,0.99233,None,534.65,0.4934,1020.034,1,0,6483
648.4,R10,R07,3.398,0.00347,1.0,None,443.167,0.4255,1023.534,1,0,6484
648.5,R08,R10,5.593,0.6301,0.98,None,454.652,0.6979,1126.167,0,0,6485
648.6,R01,R05,48.308,0.00899,1.0,None,506.089,0.4374,1011.322,1,0,6486
648.7,R03,R12,16.8,0.07702,0.99387,None,391.59,0.5246,1043.766,1,0,6487
648.8,R11,R08,24.057,0.01705,1.0,None,452.917,0.4378,1045.031,1,0,6488
648.9,R02,R11,11.099,0.0669,1.0,None,400.227,0.4939,1050.22,1,0,6489
649.0,R02,R04,19.392,0.01108,1.0,None,508.05,0.4734,1040.558,1,0,6490
649.1,R04,R11,4.461,0.05307,0.94287,None,528.563,0.4738,958.726,1,0,6491
649.2,R11,R03,12.688,0.18695,1.0,None,487.7,0.4796,1033.283,1,0,6492
649.3,R12,R03,11.084,0.04415,1.0,None,491.918,0.565,1047.065,1,0,6493
649.4,R09,R12,8.176,0.01542,1.0,None,475.004,0.4639,930.852,1,0,6494
649.5,R12,R10,1.417,0.22809,1.0,None,409.34,0.497,985.92,1,0,6495
649.6,R11,R09,6.261,0.00375,1.0,None,382.034,0.4889,951.689,1,0,6496
649.7,R06,R08,26.922,0.05911,0.84955,None,475.817,0.4312,1033.094,1,0,6497
649.8,R03,R06,8.221,0.09504,0.99509,None,459.147,0.4536,1048.156,1,0,6498
649.9,R05,R06,1.975,0.00691,0.98801,None,496.02,0.5638,986.629,1,0,6499
650.0,R10,R07,11.569,0.05836,1.0,None,449.357,0.4379,916.583,1,0,6500
650.1,R01,R11,8.192,0.02962,1.0,None,450.662,0.4704,994.998,1,0,6501
650.2,R07,R04,10.741,0.02776,1.0,None,478.165,0.7406,1031.878,1,0,6502
650.3,R04,R10,4.893,0.05298,0.9543,None,432.718,0.4833,941.485,1,0,6503
650.4,R10,R02,4.021,0.37267,1.0,None,508.025,0.4597,1061.611,1,0,6504
650.5,R03,R10,27.019,0.05166,0.99607,None,454.349,0.434,921.056,1,0,6505
650.6,R11,R08,12.882,0.00349,1.0,None,425.453,0.4817,989.213,1,0,6506
650.7,R02,R01,9.82,0.00682,1.0,None,465.447,0.852,1019.694,1,0,6507
650.8,R03,R05,4.29,0.17969,0.99686,None,534.097,0.4508,1045.263,1,0,6508
650.9,R09,R02,13.135,0.00095,1.0,None,498.334,0.4458,1041.073,1,0,6509
651.0,R08,R02,16.141,0.01767,0.964,None,446.482,0.452,927.653,1,0,6510
651.1,R08,R06,59.298,0.18222,0.9512,None,487.358,0.494,1044.957,1,0,6511
651.2,R03,R05,11.825,0.24693,0.99749,None,476.488,0.4767,961.137,1,0,6512
651.3,R03,R02,12.371,0.10536,0.99799,None,491.077,0.4681,986.75,1,0,6513
651.4,R05,R10,22.008,0.00048,0.99041,None,511.592,0.4699,974.935,1,0,6514
651.5,R06,R12,10.378,0.0881,0.83964,None,451.029,0.4929,888.276,1,0,6515
651.6,R02,R12,12.191,0.03124,1.0,None,431.974,0.4343,1029.369,1,0,6516
651.7,R03,R08,42.314,0.00046,0.99839,None,488.579,0.4258,997.715,1,0,6517
651.8,R05,R08,4.605,0.02114,0.99233,None,486.884,0.474,998.258,1,0,6518
651.9,R05,R08,10.891,0.01927,0.99386,None,535.894,0.4998,868.924,1,0,6519
652.0,R11,R03,18.692,0.09966,1.0,None,504.14,0.4795,1061.437,1,0,6520
652.1,R02,R10,49.308,0.02088,1.0,None,491.944,0.4697,1034.35,1,0,6521
652.2,R08,R01,23.124,0.00077,0.94096,None,441.884,0.4489,975.06,1,0,6522
652.3,R06,R05,10.04,0.00116,0.83171,None,493.589,0.5466,1087.807,1,0,6523
652.4,R07,R12,12.075,0.00337,1.0,None,462.155,0.4361,1019.797,1,0,6524
652.5,R10,R11,46.302,0.2349,1.0,None,491.783,0.6643,1057.617,1,0,6525
652.6,R03,R08,26.876,0.07608,0.99871,None,503.24,0.4377,975.287,1,0,6526
652.7,R06,R09,65.214,0.08579,0.84537,None,518.72,0.4918,1015.996,1,0,6527
652.8,R10,R06,19.112,0.02214,1.0,None,522.458,0.4636,1045.884,1,0,6528
652.9,R06,R02,14.292,0.00101,0.85629,None,514.088,0.4633,965.259,1,0,6529
653.0,R11,R07,9.882,0.00203,1.0,None,462.007,0.442,974.103,1,0,6530
653.1,R09,R08,29.886,0.00198,1.0,None,437.868,0.4781,994.03,1,0,6531
653.2,R05,R11,39.523,0.20282,0.99509,None,500.315,0.4456,939.05,1,0,6532
653.3,R01,R10,7.261,0.15499,1.0,None,448.884,0.4659,994.281,1,0,6533
653.4,R11,R01,23.375,0.06771,1.0,None,514.357,0.4922,1003.29,1,0,6534
653.5,R12,R04,9.26,0.19054,1.0,None,496.404,0.8971,1000.653,1,0,6535
653.6,R12,R09,5.557,0.01067,1.0,None,517.334,0.433,999.676,1,0,6536
653.7,R01,R03,7.518,0.14954,1.0,None,515.901,0.474,981.121,1,0,6537
653.8,R02,R05,10.651,0.00354,1.0,None,484.331,0.7336,978.072,1,0,6538
653.9,R07,R03,3.934,0.19221,1.0,None,500.691,0.4514,972.824,1,0,6539
654.0,R10,R07,19.599,0.24489,1.0,None,537.543,0.4746,1062.782,1,0,6540
654.1,R02,R04,14.054,0.01008,1.0,None,437.166,0.4976,1036.903,1,0,6541
654.2,R07,R08,91.316,0.01612,1.0,None,559.461,0.4604,1043.538,1,0,6542
654.3,R11,R02,18.823,0.00049,1.0,None,421.937,0.4384,959.355,1,0,6543
654.4,R06,R08,2.705,0.03614,0.86503,None,466.775,0.4494,1013.018,1,0,6544
654.5,R08,R11,3.089,0.00075,0.93277,None,471.519,0.4468,1090.377,1,0,6545
654.6,R09,R08,6.74,0.08947,1.0,None,468.793,0.4965,910.618,1,0,6546
654.7,R02,R12,4.713,0.00974,1.0,None,483.57,0.4402,990.53,1,0,6547
654.8,R03,R02,5.385,0.0008,0.99897,None,482.065,0.4973,1037.684,1,0,6548
654.9,R07,R12,22.374,0.02292,1.0,None,445.231,0.4684,1078.473,1,0,6549
655.0,R04,R07,44.313,0.00651,0.96344,None,478.57,0.8479,908.872,1,0,6550
655.1,R06,R02,19.348,0.38864,0.89203,None,438.457,0.4371,1023.903,1,0,6551
655.2,R06,R12,7.381,0.03265,0.91362,None,487.135,0.4679,1011.254,1,0,6552
655.3,R10,R08,16.422,0.00064,1.0,None,454.613,0.6261,985.872,1,0,6553
655.4,R04,R08,6.694,0.01839,0.97075,None,474.895,0.4586,960.463,1,0,6554
655.5,R02,R05,3.514,0.00213,1.0,None,531.079,0.809,967.218,1,0,6555
655.6,R08,R01,9.955,0.04135,0.92621,None,502.781,0.4733,1069.71,1,0,6556
655.7,R09,R03,8.474,0.06735,1.0,None,455.531,0.4996,1095.174,1,0,6557
655.8,R08,R03,5.172,0.09468,0.92097,None,434.659,0.4356,988.332,1,0,6558
655.9,R11,R04,4.395,0.01539,1.0,None,496.344,0.4254,953.938,1,0,6559
656.0,R06,R10,3.856,0.01141,0.9309,None,436.246,0.441,958.568,1,0,6560
656.1,R01,R10,46.76,0.01139,1.0,None,446.944,0.4537,1033.499,1,0,6561
656.2,R07,R01,16.585,0.00433,1.0,None,551.845,0.4319,1010.39,1,0,6562
656.3,R06,R07,16.261,0.00404,0.94472,None,509.11,0.4618,1041.162,1,0,6563
656.4,R08,R04,2.973,0.00113,0.91678,None,475.283,0.4916,914.233,1,0,6564
656.5,R01,R04,23.469,0.02525,1.0,None,464.929,0.4551,994.488,1,0,6565
656.6,R01,R11,11.015,7e-05,1.0,None,491.265,0.4639,1042.858,1,0,6566
656.7,R07,R05,6.914,0.53328,0.98,None,424.839,0.4965,1018.797,0,0,6567
656.8,R05,R11,7.329,0.10717,0.99607,None,491.534,0.4667,1070.73,1,0,6568
656.9,R03,R02,5.382,0.02333,0.99918,None,597.517,0.4957,1010.315,1,0,6569
657.0,R03,R02,9.034,0.28955,0.99934,None,499.087,0.4378,999.392,1,0,6570
657.1,R05,R07,30.03,0.07715,0.99686,None,429.463,0.4756,941.764,1,0,6571
657.2,R02,R05,4.327,0.01033,1.0,None,541.172,0.8243,1089.637,1,0,6572
657.3,R12,R08,27.316,0.16653,1.0,None,473.531,0.4563,1033.642,1,0,6573
657.4,R07,R09,11.981,0.10038,0.964,None,476.07,0.4891,956.136,1,0,6574
657.5,R04,R11,22.681,0.25182,0.9766,None,476.801,0.4643,916.34,1,0,6575
657.6,R05,R03,3.83,0.29042,0.99749,None,506.802,0.4535,981.873,1,0,6576
657.7,R01,R02,5.397,0.01251,1.0,None,507.414,0.778,965.625,1,0,6577
657.8,R07,R06,11.825,0.01029,0.9512,None,420.287,0.4403,920.093,1,0,6578
657.9,R05,R03,5.12,0.00944,0.99799,None,432.608,0.4538,954.141,1,0,6579
658.0,R04,R06,20.352,0.19422,0.98128,None,475.961,0.4777,955.011,1,0,6580
658.1,R07,R08,10.927,0.12027,0.94096,None,456.686,0.4911,1077.233,1,0,6581
658.2,R08,R09,13.044,0.0042,0.91342,None,467.369,0.4459,1023.038,1,0,6582
658.3,R12,R03,41.765,0.79158,0.98,None,487.511,0.5771,985.004,0,0,6583
658.4,R12,R07,4.96,0.17442,0.964,None,474.064,0.4987,939.906,1,0,6584
658.5,R06,R10,14.164,0.09656,0.95577,None,493.894,0.4895,1027.787,1,0,6585
658.6,R07,R01,13.895,0.03459,0.93277,None,511.357,0.4674,1055.463,1,0,6586
658.7,R09,R10,16.446,0.00562,1.0,None,473.904,0.4352,981.619,1,0,6587
658.8,R04,R02,8.653,0.18391,0.98502,None,432.449,0.4814,1018.915,1,0,6588
658.9,R12,R11,65.949,0.29255,0.9512,None,480.095,0.86,1007.305,1,0,6589
659.0,R10,R12,7.292,0.11449,1.0,None,431.195,0.4665,1019.375,1,0,6590
659.1,R03,R06,5.815,0.10229,0.99947,None,500.387,0.4999,990.833,1,0,6591
659.2,R11,R06,74.602,1e-05,1.0,None,416.871,0.4324,1045.979,1,0,6592
659.3,R01,R03,8.822,0.05171,1.0,None,496.754,0.4492,941.995,1,0,6593
659.4,R08,R03,8.274,0.01431,0.91074,None,443.2,0.4633,1062.34,1,0,6594
659.5,R08,R06,22.204,0.01177,0.92859,None,463.064,0.4317,929.431,1,0,6595
659.6,R02,R11,18.314,0.14987,1.0,None,526.905,0.4945,982.488,1,0,6596
659.7,R07,R05,6.383,0.00606,0.92621,None,507.701,0.4771,1039.565,1,0,6597
659.8,R09,R01,19.351,0.04011,1.0,None,517.42,0.4656,1093.262,1,0,6598
659.9,R08,R03,10.664,0.00606,0.94287,None,516.187,0.4858,1017.936,1,0,6599
660.0,R11,R08,11.18,0.03432,1.0,None,461.402,0.4528,1002.926,1,0,6600
660.1,R11,R10,2.475,0.05023,1.0,None,454.743,0.618,984.77,1,0,6601
660.2,R02,R01,10.492,0.15947,1.0,None,553.354,0.7815,1027.262,1,0,6602
660.3,R04,R12,11.36,0.00616,0.98802,None,439.308,0.9178,1060.75,1,0,6603
660.4,R07,R09,11.13,0.01304,0.92097,None,512.602,0.436,1001.003,1,0,6604
660.5,R03,R10,7.938,0.0006,0.99958,None,472.867,0.4418,1114.748,1,0,6605
660.6,R07,R04,46.448,0.05829,0.91678,None,537.38,0.7472,976.169,1,0,6606
660.7,R06,R04,56.16,0.44333,0.96462,None,452.858,0.4475,980.27,1,0,6607
660.8,R04,R11,6.394,0.13163,0.99042,None,500.126,0.4664,1089.392,1,0,6608
660.9,R10,R01,13.913,0.0095,1.0,None,503.004,0.4611,983.18,1,0,6609
661.0,R06,R12,39.349,0.00361,0.9717,None,489.401,0.4474,921.302,1,0,6610
